Id,Label,timeset,Gender,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,modularity_class
10480,"Adam of Burn, son of Adam of Burn",,M,0,1,1,0,1,1,66
10481,"Margery, wife of Adam of Burn",,F,0,1,1,0,1,1,66
10484,Joan Wishart,,F,0,1,1,0,1,1,72
10502,Elmer Scot of Mow,,M,0,1,1,0,1,1,72
10504,"Christiana, wife of Elmer Scot of Mow",,F,0,1,1,0,1,1,72
10532,"Matilda, wife of Richard of Lincoln (Junior)",,F,0,1,1,0,1,1,72
10557,"William, son of Philip of Greenrig",,M,1,1,2,1,1,2,72
10575,"Alexander Baird, knight, lord of Edlemyston",,M,0,1,1,0,1,1,37
10579,"Richard de Beaumont ",,M,0,1,1,0,1,1,38
10637,"Hugh, son of John son of Hugh of Redden",,M,1,1,2,1,1,2,72
10659,"Heloise, daughter of Nicholas de CÄŹĹĽËťtentin",,F,0,1,1,0,1,1,72
10665,"Ada, wife of William of Halkerston",,F,0,1,1,0,1,1,72
10666,"Emma, wife of Richard of Halkerston",,F,0,1,1,0,1,1,72
10667,"Helen, wife of John Montgomery",,F,0,1,1,0,1,1,72
10700,"David, son of Truite",,M,0,1,1,0,1,1,72
10721,"Robert, son of Robert son of Warnebald",,M,1,1,2,1,1,2,72
10734,"Alan, son of Elias of Brotherstone",,M,0,1,1,0,1,1,9
10737,"Simon of the Wardrobe ",,M,1,1,2,1,1,2,9
10746,William of Burncastle,,M,0,1,1,0,1,1,9
10750,Peter of Balfour,,M,0,1,1,0,1,1,9
10752,"Patrick, son of Walter of Lennel, knight",,M,0,1,1,0,1,1,72
10768,"Adam, son of Patrick of Carberry ",,M,0,1,1,0,2,2,73
10781,John of Carberry,,M,0,1,1,0,1,1,73
10803,William of Smeaton,,M,1,1,2,1,1,2,73
10805,"John, son of Gilbert of Carberry ",,M,0,1,1,0,1,1,73
10847,"Hugh Ridel (II), lord of Cranstoun",,M,0,1,1,0,1,1,1
10866,Nicholas of Smeaton,,M,0,1,1,0,1,1,73
10877,Gilbert of Cleish,,M,0,1,1,0,1,1,73
10892,"Hugh Emme/ Heem, son of Constance",,M,1,1,2,1,2,3,68
10893,"William, son of Henry of Craigmillar ",,M,0,1,1,0,1,1,73
10909,"Gilbert, son of Rory of Crambeth",,M,0,1,1,0,1,1,73
10918,"Walter, son of Patrick of Ryedale",,M,0,1,1,0,5,5,71
10919,"Agnes, daughter of John of Cramond",,F,0,1,1,0,1,1,73
10924,"Walter, son of William of Wiston, knight",,M,0,1,1,0,1,1,72
10925,"Matilda Corbet ",,F,0,1,1,0,1,1,71
10938,Henry of Belton,,M,0,1,1,0,1,1,71
10942,Heirs of Robert Barclay and Cecilia his wife,,M/F,0,1,1,0,1,1,71
10957,"Richard, son of Richard Crass (the Fat) ",,M,0,1,1,0,1,1,73
10961,"John Crass (the Fat), son of Richard Crass ",,M,0,1,1,0,1,1,73
10963,"Isabel, wife of John Crass",,F,0,1,1,0,1,1,73
10965,Thomas of Cranston,,M,0,1,1,0,1,1,70
10985,"Reginald Gaillard ",,M,0,1,1,0,1,1,73
10986,"Agnes, wife of Thomas of Restalrig",,F,0,1,1,0,1,1,70
10990,Hugh Breton/Brito,,M,0,1,1,0,1,1,67
10993,"John Gaillard ",,M,0,1,1,0,2,2,73
11002,"Henry, lord of Wiston, knight",,M,0,1,1,0,1,1,72
11011,Robert of Hillcrest,,M,0,1,1,0,1,1,72
11016,"William of the hill of Midlem, son of Watheof son of Aldwin",,M,0,1,1,0,1,1,72
11019,Alan de Sarcrino,,M,0,1,1,0,1,1,72
11026,"Arnold, son of Peter of Kelso",,M,0,1,1,0,1,1,72
11046,"Andrew, son of William, dyer",,M,0,1,1,0,1,1,72
11047,"Senegle, wife of Andrew son of William",,F,0,1,1,0,1,1,72
11056,"Elias, brother of Bishop Jocelin",,M,0,1,1,0,1,1,72
11059,Adam de Port,,M,0,1,1,0,1,1,72
11084,"Adam, son of William Bruning",,M,0,1,1,0,1,1,39
11085,"Beatrice, daughter of Robert Scrype",,M,0,1,1,0,1,1,39
11098,"Constantine, son of Adam son of Eadwulf ",,M,1,1,2,1,2,3,1
11113,"Herbert, son of Herbert de Camera",,M,0,1,1,0,1,1,68
11126,"Malcolm, king's armour-bearer",,M,0,1,1,0,1,1,68
11156,"Alwine, son of Duncan, of Foffarty",,M,0,1,1,0,1,1,40
11168,"Peter Hay, knight",,M,0,1,1,0,1,1,73
11170,"Robert, son of Robert of Throckley",,M,0,1,1,0,1,1,72
11171,Robert of Throckley,,M,0,1,1,0,1,1,72
11183,"Walter, son of Everard of Pencaitland",,M,0,1,1,0,1,1,72
11206,Falletauch (in Drumcarro),,M,0,1,1,0,1,1,74
11214,"Richard of Fans, son of Nicholas (late 13C)",,M,0,1,1,0,1,1,9
11223,"William de Ferrers (d.1325), son of William de Ferrers",,M,0,1,1,0,1,1,73
11225,"Eda, daughter of Nicholas of Fans",,F,0,1,1,0,1,1,9
11227,"William Gillies ",,M,0,1,1,0,1,1,9
11241,"Peter Haig, lord of Bemersyde (mid 13C)",,M,0,1,1,0,1,1,9
11244,"John de Haig, son of Peter, lord of Bemersyde",,M,0,1,1,0,1,1,9
11247,"Alexander of Dalmahoy, knight",,M,0,1,1,0,1,1,1
11254,"William Spurr, burgess of Berwick ",,M,0,1,1,0,1,1,9
11273,"Adam, carpenter ",,M,0,1,1,0,1,1,66
11276,"Thomas the carpenter, son of Adam the carpenter ",,M,0,1,1,0,1,1,66
11280,Peter de Castro,,M,0,1,1,0,1,1,7
11297,"Margery, wife of Walter of Longforgan the burgess of Berwick",,F,0,1,1,0,2,2,72
11298,"Walter of Longforgan, burgess of Berwick",,M,0,1,1,0,1,1,72
11310,John of Grantham,,M,0,1,1,0,1,1,72
11312,"Thomas de Bataille, grieve of Berwick",,M,0,1,1,0,1,1,72
11313,"William de Bataille, burgess of Berwick",,M,0,1,1,0,1,1,72
11327,"Roger Barclay, knight (mid 13C)",,M,0,1,1,0,2,2,67
11376,Hugh Cnot (Knott),,M,0,1,1,0,1,1,73
11398,Thomas of Craigie,,M,0,1,1,0,1,1,66
11411,Andrew of Dalreoch,,M,0,1,1,0,1,1,89
11463,"William Hay (II), lord of Aithmuir (son of William)",,M,0,1,1,0,2,2,74
11466,William of Gaston/Galliston,,M,0,1,1,0,1,1,41
11467,"John Hay, lord of Balcomie",,M,1,1,2,1,1,2,41
11502,"Simon, son of Everard ",,M,0,1,1,0,1,1,74
11518,Michael of Inchture,,M,0,1,1,0,1,1,74
11521,"John de Gillebar ",,M,0,1,1,0,1,1,74
11533,William de Campania (Champagne),,M,0,1,1,0,1,1,67
11537,Richard Hay (Kay?),,M,0,1,1,0,1,1,74
11543,"Juliana de Lascelles, wife of John Hay",,F,0,1,1,0,1,1,67
11549,Walter Hamill,,M,0,1,1,0,1,1,1
11573,Henry Graham (son of Henry son of Peter),,M,0,1,1,0,1,1,66
11583,"Christiana, daughter of Cairell the judex",,F,0,1,1,0,1,1,92
11585,"Eve of Carsegownie, daughter of Walter the lorimer",,F,0,1,1,0,1,1,42
11601,Philip d'Eu,,M,0,1,1,0,1,1,70
11603,"Roger, son of Philip d'Eu",,M,0,1,1,0,1,1,43
11610,"John of Johnstone, knight",,M,0,1,1,0,1,1,67
11611,Patrick of Craigie,,M,0,1,1,0,1,1,44
11618,"Roger of Reston (13C, father of Elias)",,M,0,1,1,0,1,1,3
11619,"David de St Michael ",,M,0,1,1,0,1,1,67
11625,Alan of Caundle,,M,0,1,1,0,1,1,3
11626,"Bertram, son of Robert Cook of Coldingham ",,M,1,1,2,1,3,4,3
11642,"William, son of the Chanter ",,M,1,1,2,1,2,3,3
11650,"William, son of William the Chanter ",,M,0,1,1,0,1,1,45
11652,"Augustine Cissor (father of Alice, husband of Agnes)",,M,0,1,1,0,1,1,3
11653,"Agnes Cantor, sister of William, son of William the Chanter",,F,0,1,1,0,1,1,3
11655,"Thomas of Coffin, knight",,M,0,1,1,0,1,1,68
11659,"Simon SunglÄŹĹĽËť, son of Edward the constable",,M,0,1,1,0,1,1,68
11664,Mariota of Chirnside,,F,0,1,1,0,1,1,3
11666,"Patrick, son of Mariota of Chirnside",,M,0,1,1,0,1,1,3
11667,"Gilbert of Downhill (Dondowan), son of Gilbert",,M,0,1,1,0,1,1,89
11690,"Christiana, wife of Constantine of Coldingham",,F,0,1,1,0,2,2,3
11691,"Samson, hunter (BWK)",,M,0,1,1,0,2,2,71
11697,"John, son of Robert Russell of Duncanlaw",,M,0,1,1,0,1,1,70
11698,Walter Champneys of Carrick,,M,0,1,1,0,1,1,71
11709,Gillespie mac Kennedy,,M,0,1,1,0,1,1,71
11752,"Aldan, brewer (Coldingham)",,M,0,1,1,0,1,1,3
11768,"Amabel, wife of Alan the carpenter (Coldingham)",,F,1,1,2,1,1,2,3
11779,"Thomas, son of Robert the steward",,M,0,1,1,0,1,1,3
11793,"Roger, son of Ralph grieve of Coldingham ",,M,0,1,1,0,1,1,73
11798,John of Cockburn,,M,0,1,1,0,2,2,67
11806,"Margaret, wife of John the page of Coldingham",,F,0,1,1,0,1,1,46
11809,"Richard Ploume ",,M,0,1,1,0,1,1,3
11817,"John Ploume, son of Richard ",,M,0,1,1,0,1,1,3
11851,"Henry, son of Conan",,M,0,1,1,0,1,1,72
11875,"William Purves ",,M,0,1,1,0,1,1,71
11877,"Thomas, son of Walter (II) of Darnchester",,M,0,1,1,0,1,1,72
11884,"Richard, son of Hugh cook of Darnchester",,M,0,1,1,0,1,1,72
11903,"Mariota, lady of Home, wife Patrick Edgar",,F,0,1,1,0,1,1,72
11935,William of Halton (brother of Ranulf),,M,0,1,1,0,1,1,72
11964,"Henry of Graham, lord of Hutton",,M,0,1,1,0,1,1,67
11967,Nicholas Graham (d.1306),,M,0,1,1,0,1,1,71
11987,"Adam, son of Roger of Edington ",,M,0,1,1,0,1,1,3
12018,Robert of Dundonald,,M,0,1,1,0,1,1,67
12045,"John of Stevenston, son of Archibald of Gullane",,M,1,1,2,2,1,3,68
12046,"Christiana, wife of Gilbert Fraser (12C)",,F,0,1,1,0,1,1,77
12049,Ralph of Yetholm,,M,0,1,1,0,1,1,77
12050,"Emma, daughter of Robert Byboyis",,F,0,1,1,0,1,1,67
12068,"John, son of Gunnhild ",,M,1,1,2,1,1,2,3
12099,"John, hopper (Coldingham)",,M,0,1,1,0,1,1,3
12106,"Patrick, son of Robert the hopper (Coldingham)",,M,0,1,1,0,1,1,3
12107,"John, son of Richard of Invertiel",,M,1,1,2,1,1,2,74
12114,William of Lovelin,,M,0,1,1,0,1,1,3
12122,"Laurence, son of Patrick, knight",,M,0,1,1,0,1,1,69
12135,Matthew of Howburn,,M,0,1,1,0,1,1,3
12144,Richard of Banchory,,M,0,1,1,0,1,1,67
12148,Gilbert of Cassingray,,M,0,1,1,0,1,1,67
12162,John of Jedburgh,,M,0,1,1,0,1,1,3
12163,"Mariota, daughter of Maurice of Ayton ",,F,0,1,1,0,1,1,3
12167,"John de Neville ",,M,0,1,1,0,1,1,47
12179,"John, son of Hervey, ab of Falkirk",,M,0,1,1,0,1,1,68
12226,"Robert Griffin ",,M,0,1,1,0,2,2,67
12227,"Mabel, wife of Robert Griffin",,F,0,1,1,0,2,2,67
12237,"Richard, son of Reginald of Oldhamstocks ",,M,0,1,1,0,1,1,3
12279,"Richard, nephew of David, marischal",,M,0,1,1,0,1,1,72
12280,"Moses, arblaster (crossbowman)",,M,0,1,1,0,1,1,71
12282,"Grim, son of Guy",,M,0,1,1,0,1,1,71
12315,Henry son of Thurstan son of Leving,,M,0,1,1,0,1,1,71
12316,"Mary, wife of Henry son of Thurston",,F,0,1,1,0,1,1,71
12317,Rory mac Gillespie,,M,0,1,1,0,1,1,71
12318,"Christiana, wife of Rory (Roderic) mac Gillespie",,F,0,1,1,0,1,1,71
12329,"Eve, wife of Robert de Quincy",,F,1,1,2,1,1,2,71
12330,"Unknown, landholder in Stenton",,M,0,1,1,0,1,1,71
12334,Patrick of Whitton,,M,0,1,1,0,1,1,71
12343,"Ralph, son of Philip ",,M,0,1,1,0,1,1,3
12366,"Simon, son of Elias of Prenderguest ",,M,1,1,2,1,3,4,3
12382,"Patrick, son of Patrick Long, sergeant of West Reston",,M,0,1,1,0,2,2,3
12388,"Nicholas, son of Roland son-in-law of Nicholas de CÄŹĹĽËťtentin",,M,0,1,1,0,2,2,71
12389,William Wallace of Stenton,,M,0,1,1,0,1,1,71
12409,"Isabel, daughter of Robert son of Fulbert of Stenton",,F,0,1,1,0,1,1,71
12417,Richard Kay,,M,0,1,1,0,1,1,74
12436,Hugh of Kilmany,,M,0,1,1,0,1,1,71
12444,William of Kirkconnell (son of Michael),,M,0,1,1,0,3,3,75
12453,"Andrew of Kirkconnell, squire (son of Michael)",,M,0,1,1,0,2,2,75
12525,"Margery, wife of Malcolm of Kilspindie",,F,0,1,1,0,1,1,67
12546,"William, son of Patrick of Kintillo",,M,0,1,1,0,1,1,74
12586,David Oliphant (13C),,M,0,1,1,0,1,1,70
12604,"Cecilia, wife of John of Partick",,F,0,1,1,0,1,1,66
12621,"Liulf, son of Liulf of Preston ",,M,1,1,2,1,1,2,1
12623,"Theobald, son of William (Clement)",,M,0,1,1,0,1,1,67
12625,"John White, son of John son of Gilleburn ",,M,0,1,1,0,1,1,1
12692,Walter de Pershay (d.1289),,M,0,1,1,0,2,2,48
12699,"Simon, son of Simon of Orrock ",,M,0,1,1,0,1,1,73
12737,Peter of Corrie,,M,0,1,1,0,1,1,71
12745,"Helen, daughter of Roger the porter",,F,0,1,1,0,1,1,67
12787,Adam Camoys,,M,0,1,1,0,1,1,69
12794,Peter of Preston,,M,0,1,1,0,1,1,66
12799,Benedict of Pennington,,M,0,1,1,0,1,1,49
12800,"Maldred, brother of Benedict of Pennington",,M,0,1,1,0,1,1,49
12807,"Hugh Crawford (II), son of Hugh Crawford (1250s-70s)",,M,0,1,1,0,1,1,50
12826,"Robert Fleming, lord of Wardhouse",,M,0,1,1,0,1,1,51
12853,"Ralph Noble, son of Ralph",,M,0,1,1,0,1,1,66
12855,"Alina, wife of Hugh de Normanville",,F,0,1,1,0,1,1,71
12884,"Everard, baker of Lauder ",,M,0,1,1,0,1,1,9
12896,"Richard, son of Gillian of Lamberton ",,M,0,1,1,0,1,1,52
12906,"Laurence, son of  William son of Jocelin ",,M,0,1,1,0,1,1,3
12915,"Alexander, son of Henry son of Samson",,M,0,1,1,0,1,1,9
12924,"William Ramsay, lord of Dalhousie",,M,0,1,1,0,1,1,53
13073,Aed (Eggu) the Red,,M,0,1,1,0,1,1,73
13081,"Isabel, wife of Robert of Stenton/Pollok",,F,0,1,1,0,1,1,72
13135,"Geoffrey, son of Waltheof of Lilliesleaf",,M,0,1,1,0,3,3,71
13151,"Geoffrey, cook of Whitton",,M,0,1,1,0,1,1,71
13157,William of Morthington,,M,0,1,1,0,1,1,71
13158,"Adam, violer (BWK)",,M,0,1,1,0,1,1,71
13159,"Anne, wife of Adam the violer",,F,0,1,1,0,1,1,71
13185,William of Lilliesleaf,,M,0,1,1,0,1,1,71
13222,John of North Berwick,,M,0,1,1,0,2,2,71
13223,"Philip, son of Philip of Pitcox",,M,0,1,1,0,2,2,71
13233,"Alexander Seton, son of Saer Seton",,M,0,1,1,0,1,1,71
13242,Ancestors of Richard Wallace,,M/F,0,1,1,0,1,1,71
13337,"Angus, son of Duncan son of Fearchar ",,M,0,1,1,0,2,2,66
13345,"Thomas, son of Gilbert son of Laysing of Lessudden",,M,0,1,1,0,1,1,69
13359,"Matilda, wife of Dougal son of Christian",,F,0,1,1,0,1,1,66
13372,"Matilda, sister of Christina HosÄŹĹĽËť ",,F,0,1,1,0,1,1,66
13393,"Geoffrey, son of Geoffrey of Clifton",,M,0,1,1,0,1,1,71
13401,"Christina, daughter of William son of Adam of Hassendean",,F,0,1,1,0,1,1,54
13413,William of Landells,,M,0,1,1,0,1,1,71
13417,John of Landells,,M,0,1,1,0,1,1,71
13419,Richard of Rule,,M,0,1,1,0,1,1,71
13499,"William, son of Walter son of Patrick of Ryedale",,M,0,1,1,0,2,2,71
13518,"Philip, son of Philip de Vermelles",,M,0,1,1,0,1,1,1
13542,"Adam, son of Adam of Durham",,M,0,1,1,0,1,1,71
13550,"Adam of Heiton, master",,M,0,1,1,0,1,1,71
13551,"Helen, wife of Adam of Heiton",,F,0,1,1,0,1,1,71
13557,Richard of Heiton,,M,0,1,1,0,2,2,71
13569,"Robert, son of Alexander of London",,M,0,1,1,0,1,1,71
13598,William de Quarrantilly,,M,0,1,1,0,1,1,9
13606,"Walter of Kilham, son of Robert of Scotton",,M,0,1,1,0,1,1,71
13612,Otto de Tilly,,M,0,1,1,0,1,1,9
13624,"Thomas of Kilham, son of Walter of Kilham",,M,0,1,1,0,1,1,71
13640,Thomas of Rawburn,,M,0,1,1,0,2,2,72
13647,"Godfrey, son of Thomas of Tynedale",,M,0,1,1,0,1,1,1
13658,"Robert de Muschamp, son of Robert de Muschamp",,M,0,1,1,0,3,3,71
13662,"Isabel, wife of Robert (I) of Roos",,F,0,1,1,0,1,1,68
13678,"William, son of Gamel of Twynholm",,M,0,1,1,0,2,2,68
13697,"Nicholas, weaver, burgess of Berwick",,M,0,1,1,0,2,2,71
13714,"Peter, son of Patrick, of Renton ",,M,0,1,1,0,1,1,3
13723,"Robert, son of Patrick, of Renton ",,M,0,1,1,0,1,1,3
13733,"Ralph of Echline, burgess of Haddington",,M,0,1,1,0,2,2,71
13798,"Malcolm, son of Malcolm son of Roger",,M,0,1,1,0,1,1,68
13820,"Floria, wife of Adam Quintin",,F,0,1,1,0,1,1,70
13892,"Richard Lovell, lord of Hawick",,M,0,1,1,0,1,1,73
13915,"William of Sprouston, chaplain",,M,1,1,2,2,1,3,71
13954,"Isabel, wife of William of Ryedale",,F,0,1,1,0,1,1,71
13988,"Dungal, son of Udard",,M,0,1,1,0,1,1,71
13997,"William, son of Ralph the Lardenar",,M,0,1,1,0,1,1,67
13998,"David, brother of William son of Ralph the Lardenar",,M,0,1,1,0,1,1,67
13999,Sons of William son of Ralph the Lardenar,,M,0,1,1,0,1,1,67
14000,"Unknown, heir of William son of Ralph the Lardenar",,M,0,1,1,0,1,1,67
14019,"Agnes, daughter of John, wife of Laurence of Elliston",,F,0,1,1,0,1,1,71
14031,"Amabel, wife of Thomas of Nisbet",,F,0,1,1,0,2,2,71
14051,"Alexander Jocelin, burgess of Peebles",,M,0,1,1,0,1,1,71
14053,"Mariota of the monks, wife of Nicholas the apothecary",,F,0,1,1,0,2,2,71
14056,"Eustace Broun, burgess of Berwick",,M,0,1,1,0,2,2,71
14058,Henry Graham (12C),,M,0,1,1,0,1,1,1
14064,Thomas (IV) of Moulton of Egremont (d.c.1321),,M,0,1,1,0,1,1,75
14099,Robert de Ros (KCD),,M,0,1,1,0,1,1,68
14101,"Waleran, son of Ralph",,M,0,1,1,0,1,1,1
14133,"Constantine of Lochore (III), son of Constantine, sheriff",,M,0,1,1,0,1,1,73
14166,Walter of Lundin (II),,M,0,1,1,0,1,1,74
14172,"Margaret, wife of Bernard of Ripley",,F,0,1,1,0,1,1,75
14206,John de Vaux of Gilsland (son of Robert),,M,0,1,1,0,1,1,9
14211,Alan de Vieuxpont (early 13C),,M,0,1,1,0,1,1,9
14212,"Robert de Vieuxpont, son of Alan",,M,0,1,1,0,2,2,9
14222,Simon of Swinwood,,M,0,1,1,0,1,1,3
14233,"Ragnhild of Yetholm, wife of Ralph of Yetholm",,F,0,1,1,0,1,1,77
14235,"Thomas of Yester, son of Ralph",,M,0,1,1,0,1,1,68
14285,"Amabel, wife of Nicholas de Vieuxpont",,F,0,1,1,0,1,1,70
14292,"Robert de Vieuxpont, son of Ivo",,M,0,1,1,0,1,1,9
14294,"Adam, nepos of R. de Warenne",,M,0,1,1,0,1,1,67
14313,Christiana of Windsor,,F,0,1,1,0,1,1,77
14349,"William, son of Robert of West Reston ",,M,0,1,1,0,1,1,67
14365,"Gilbert, son of William son of Aldan, of Rothbury ",,M,0,1,1,0,1,1,3
14378,Hugh de Mortimer (fl.1225-35),,M,0,1,1,0,1,1,73
14418,"William Maitland, son of Richard",,M,0,1,1,0,2,2,9
14424,"Hugh de Moreville (I, II or III)",,M,0,1,1,0,1,1,9
14429,"Richard, son of Jordan Mus ",,M,0,1,1,0,1,1,3
14450,"Patrick, son of Elias Dunning ",,M,0,1,1,0,2,2,3
14451,Walter of Mulcaster,,M,0,1,1,0,1,1,9
14456,"Walter, son of Stephen Melville the clerk",,M,0,1,1,0,1,1,67
14459,"Thomas Malherbe (III), lord of Morham",,M,0,1,1,0,1,1,1
14481,Thomas Maule,,M,0,1,1,0,1,1,1
14485,"Thomas Modok ",,M,0,1,1,0,1,1,55
14497,"Amfred, horn-blower of Lanark",,M,0,1,1,0,1,1,9
14502,"Laurence le Stater, burgess of Berwick",,M,0,1,1,0,1,1,1
14508,"John, son of Geoffrey Lindsay, burgess of Berwick",,M,0,1,1,0,1,1,1
14522,"Reginald, burgess of Dumbarton",,M,0,1,1,0,1,1,9
14525,"Simon, son of Macbeth",,M,0,1,1,0,1,1,68
14542,"Henry Tendeman, merchant of Leith",,M,0,1,1,0,1,1,9
14543,"Matilda, wife of Henry Tendeman",,F,0,1,1,0,1,1,9
14577,Roger de Merlay (III) (d.1265),,M,0,1,1,0,1,1,73
14622,Philip de Munfichet (Muschet),,M,0,1,1,0,1,1,68
14623,"Anne, daughter of Colin Durward, wife of Philip de Munfichet",,F,0,1,1,0,1,1,68
14652,"Geoffrey Melville (II), son of Geoffrey (I)",,M,2,1,3,2,1,3,68
14660,"Donald mac Gilchrist, lord of Tarbert",,M,0,1,1,0,1,1,66
14687,"Robert, son of William of Moffat",,M,0,1,1,0,1,1,75
14694,"John  Mauleverer ",,M,0,1,1,0,1,1,66
14696,"Gilchrist, son of Malcolm MacNachtan",,M,1,1,2,1,2,3,67
14704,Roger Grindegret of Dumfries,,M,0,1,1,0,1,1,69
14714,William Grindegreth of Dumfries,,M,0,1,1,0,1,1,77
14724,"Eda, wife of William son of Ketell of Perth",,F,0,1,1,0,1,1,73
14727,"Wimarc, daughter of William son of Ketell of Perth",,F,0,1,1,0,1,1,73
14731,"John, son of David, burgess of Perth",,M,0,1,1,0,1,1,73
14735,John Ylbaren of Perth,,M,0,1,1,0,1,1,73
14769,"Aed, son of Malcolm MacNachtan",,M,0,1,1,0,1,1,67
14771,Duncan of Melginch,,M,0,1,1,0,1,1,67
14795,"Hawise, wife of Walter baker of Perth",,F,0,1,1,0,1,1,67
14796,"Walter, baker of Perth ",,M,0,1,1,0,1,1,67
14804,William de Memil,,M,0,1,1,0,1,1,70
14816,"Walter of Soutra, burgess of Berwick",,M,0,1,1,0,1,1,70
14824,"Alice of By, wife of William of Chirnside",,M,0,1,1,0,1,1,70
14837,Robert de Mayle (Maille),,M,0,1,1,0,2,2,72
14855,"Roger, son of William of Bassendean",,M,0,1,1,0,1,1,72
14856,"Alice, wife of Roger son of William",,F,0,1,1,0,1,1,72
14877,Robert of Miningsby,,M,0,1,1,0,1,1,56
14899,"Thomas of Monymusk, knight",,M,0,1,1,0,1,1,66
14995,"Peter, son of John of Linlithgow",,M,0,1,1,0,1,1,69
14998,"John of the River, burgess of Dundee",,M,0,1,1,0,1,1,57
15006,"Hervey, son of Humphrey Wllebeter of Forfar",,M,0,1,1,0,1,1,71
15007,"Heloise, sister of Hervey, son of Humphrey",,F,0,1,1,0,1,1,71
15028,"Pain, goldsmith of Edinburgh",,M,0,1,1,0,1,1,73
15040,"Martin, goldsmith, burgess of Aberdeen",,M,0,1,1,0,1,1,92
15099,Peter Ru[...] of Aberdeen,,M,0,1,1,0,1,1,58
15152,Hugh Malherbe (III),,M,0,1,1,0,1,1,59
15157,"Elmer, son of Robert de St Michael ",,M,0,1,1,0,1,1,9
15164,"Henry, son of William of Saltoun",,M,0,1,1,0,1,1,9
15168,Henry Stylle of Saltoun,,M,0,1,1,0,1,1,9
15171,"Orable, sister of Hugh Sai",,F,0,1,1,0,1,1,9
15177,Niall or Nigel of Scotstoun,,M,0,1,1,0,1,1,73
15197,"Emma, wife of William of Smeaton",,F,0,1,1,0,1,1,73
15223,"Patrick, son of Gilbert of Southwick",,M,0,1,1,0,1,1,75
15224,"Edward of Whitewell, clerk, rector",,M,0,1,1,0,1,1,70
15253,"Katherine, daughter of Walter of Wells",,F,0,1,1,0,1,1,69
15378,"Adam de Cardelechan ",,M,0,1,1,0,1,1,66
15383,"John, canon of  Dalmilling Priory ",,M,0,1,1,0,1,1,66
15384,"Walter, canon of Dalmilling Priory ",,M,0,1,1,0,1,1,66
15409,"Adam, son of Duncan Gley, burgess of Aberdeen",,M,0,1,1,0,1,1,60
15498,"Patrick, abbot of Kelso (f.1258-60)",,M,0,1,1,0,1,1,9
15574,Sons of Thor son of Swain,,M,0,1,1,0,1,1,68
15614,"Adam, son of Roger Spoth",,M,0,1,1,0,1,1,3
15624,Chapter of St Mary's of St Andrews,,I,0,1,1,0,1,1,67
15665,"Matilda, wife of John the furber (Perth)",,F,0,1,1,0,1,1,73
15680,"William, abbot of Scone (fl.1273x84)",,M,0,1,1,0,1,1,67
15684,Philip Chylde of Plenderleith,,M,0,1,1,0,1,1,61
15685,"Marion, wife of Philip Chylde of Plenderleith",,F,0,1,1,0,1,1,61
15734,"Race, son of Malger",,M,0,1,1,0,1,1,73
15790,"Bertram, son of Henry of Ulston",,M,0,1,1,0,1,1,62
15803,"Isabel, countess of Carrick",,F,0,1,1,0,1,1,66
15860,"William Cissor ",,M,0,1,1,0,1,1,67
15862,"Hamund, son of Ralph the clerk ",,M,0,1,1,0,1,1,67
15919,"John of Ramsay, lord of Gladney",,M,0,1,1,0,1,1,63
16011,"John Prat, knight",,M,0,1,1,0,1,1,64
16023,Roger Bertram (I),,M,0,1,1,0,1,1,9
16133,"John Maitland, son of Robert Maitland, lord of Thirlestane",,M,0,1,1,0,1,1,9
16157,"John Gifford, lord of Yester ",,M,0,1,1,0,1,1,9
16159,"William Abernethy (I, II or III)",,M,0,1,1,0,2,2,9
16784,"John, earl of Caithness",,M,0,1,1,0,1,1,68
17637,"Duncan, son of Gilla Micheil mac Eadwulf",,M,0,1,1,0,1,1,66
17644,"Finlay, jagger, son of Ralph, jagger",,M,0,1,1,0,2,2,65
17907,William of Kinmonth,,M,0,1,1,0,1,1,68
19456,Adam of Rule,,M,0,1,1,0,1,1,72
22720,"John of Landells, knight (late 13C)",,M,0,1,1,0,2,2,71
834,"Simon de Tosny, bishop of Moray (d.1184)",,M,1,0,1,2,0,2,68
1149,Moray Cathedrals (Elgin/Spynie),,I,7,0,7,9,0,9,68
1327,"Ranulf, falconer, son of Walter of Lowthorpe",,M,1,0,1,1,0,1,68
976,Ralph Ruffus,,M,1,0,1,1,0,1,68
5488,"Gilbert or Gilla Brigte, brother of Earl Gilchrist of Angus",,M,1,0,1,1,0,1,68
617,Bishopric of Glasgow,,I,1,0,1,1,0,1,68
1302,"Church of St Cuthbert, Kirkcudbright",,I,1,0,1,1,0,1,68
1303,"Church of St Oswald the martyr, Kelton",,I,1,0,1,1,0,1,68
87,Holyrood Abbey (fd.1128),,I,49,0,49,97,0,97,68
1315,Robert of Newham,,M,1,0,1,1,0,1,68
293,Hospital of St Andrews,,I,7,0,7,11,0,11,68
1359,Burgesses of Arbroath,,M,1,0,1,1,0,1,68
1381,Hospital of Oldcambus,,I,2,0,2,2,0,2,3
1379,"Maurice or Murdoch, younger, earl of Menteith (d.1231x34)",,M,1,0,1,1,0,1,68
786,"Mauricius (Murdoch), elder, earl of Menteith (d.1213x34)",,M,1,0,1,1,0,1,68
278,Paisley Abbey (fd.1169),,I,84,0,84,159,0,159,66
